visit_id,customer_id,service_date,service_type,technician_name,issue_found,followup_required,visit_value,notes
VIS-31042,CUST-0395,2026-02-06,monthly_maintenance,Rosa Kim,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-31043,CUST-0395,2026-03-09,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-31044,CUST-0395,2026-04-09,monthly_maintenance,Mei Chen,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-31045,CUST-0395,2026-05-05,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-31046,CUST-0396,2025-11-06,monthly_maintenance,Luis Mendez,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31047,CUST-0396,2025-12-07,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31048,CUST-0396,2026-01-02,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31049,CUST-0396,2026-01-31,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31050,CUST-0396,2026-03-02,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31051,CUST-0396,2026-04-01,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-31052,CUST-0396,2026-04-27,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31053,CUST-0397,2025-11-05,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31054,CUST-0397,2025-12-06,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31055,CUST-0397,2026-01-05,monthly_maintenance,Rosa Kim,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-31056,CUST-0397,2026-02-03,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31057,CUST-0397,2026-03-05,monthly_maintenance,Ari Patel,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-31058,CUST-0397,2026-03-31,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31059,CUST-0397,2026-05-01,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31060,CUST-0398,2025-11-05,monthly_maintenance,Luis Mendez,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-31061,CUST-0398,2025-12-04,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31062,CUST-0398,2025-12-30,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31063,CUST-0398,2026-01-25,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31064,CUST-0398,2026-02-25,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31065,CUST-0398,2026-03-24,monthly_maintenance,Rosa Kim,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31066,CUST-0398,2026-04-23,monthly_maintenance,Ari Patel,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-31067,CUST-0399,2025-11-11,monthly_maintenance,Mei Chen,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-31068,CUST-0399,2025-12-07,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-31069,CUST-0399,2026-01-04,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-31070,CUST-0399,2026-02-04,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-31071,CUST-0399,2026-03-05,monthly_maintenance,Mei Chen,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-31072,CUST-0399,2026-04-01,monthly_maintenance,Nora Bell,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-31073,CUST-0399,2026-04-28,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-31074,CUST-0400,2025-11-06,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31075,CUST-0400,2025-12-03,monthly_maintenance,Mei Chen,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31076,CUST-0400,2026-01-01,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31077,CUST-0400,2026-01-27,monthly_maintenance,Luis Mendez,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-31078,CUST-0400,2026-02-23,monthly_maintenance,Luis Mendez,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31079,CUST-0400,2026-03-21,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31080,CUST-0400,2026-04-21,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31081,CUST-0401,2025-11-10,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31082,CUST-0401,2025-12-11,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31083,CUST-0401,2026-01-08,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31084,CUST-0401,2026-02-05,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31085,CUST-0401,2026-03-07,monthly_maintenance,Mei Chen,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31086,CUST-0401,2026-04-05,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31087,CUST-0401,2026-05-03,monthly_maintenance,Rosa Kim,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31088,CUST-0402,2025-11-12,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-31089,CUST-0402,2025-11-25,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31090,CUST-0402,2025-12-09,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31091,CUST-0402,2025-12-24,biweekly_maintenance,Rosa Kim,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31092,CUST-0402,2026-01-08,biweekly_maintenance,Nora Bell,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31093,CUST-0402,2026-01-20,biweekly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-31094,CUST-0402,2026-02-05,biweekly_maintenance,Luis Mendez,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-31095,CUST-0402,2026-02-21,biweekly_maintenance,Mei Chen,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31096,CUST-0402,2026-03-08,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31097,CUST-0402,2026-03-21,biweekly_maintenance,Rosa Kim,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-31098,CUST-0402,2026-04-04,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-31099,CUST-0402,2026-04-19,biweekly_maintenance,Luis Mendez,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31100,CUST-0402,2026-05-04,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31101,CUST-0403,2025-11-05,monthly_maintenance,Rosa Kim,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31102,CUST-0403,2025-12-06,monthly_maintenance,Luis Mendez,water clarity dipped before evening event,true,420,service visit should feel routine and stabilize the account
VIS-31103,CUST-0403,2025-12-06,emergency_rescue,Mei Chen,restaurant manager escalated appearance concerns same day,true,295,service visit should feel routine and stabilize the account
VIS-31104,CUST-0403,2026-01-05,monthly_maintenance,Luis Mendez,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31105,CUST-0403,2026-02-01,monthly_maintenance,Nora Bell,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31106,CUST-0403,2026-03-04,monthly_maintenance,Ari Patel,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-31107,CUST-0403,2026-03-31,monthly_maintenance,Nora Bell,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31108,CUST-0403,2026-04-28,monthly_maintenance,Nora Bell,water clarity dipped before evening event,true,420,service visit should feel routine and stabilize the account
VIS-31109,CUST-0404,2025-11-13,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-31110,CUST-0404,2025-12-09,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-31111,CUST-0404,2026-01-08,monthly_maintenance,Ari Patel,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-31112,CUST-0404,2026-02-04,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-31113,CUST-0404,2026-03-04,monthly_maintenance,Rosa Kim,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-31114,CUST-0404,2026-04-03,monthly_maintenance,Rosa Kim,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-31115,CUST-0404,2026-04-30,monthly_maintenance,Rosa Kim,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-31116,CUST-0405,2025-11-07,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31117,CUST-0405,2025-12-04,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31118,CUST-0405,2026-01-02,monthly_maintenance,Nora Bell,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31119,CUST-0405,2026-01-30,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31120,CUST-0405,2026-02-25,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31121,CUST-0405,2026-03-24,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31122,CUST-0405,2026-04-19,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31123,CUST-0406,2025-11-03,monthly_maintenance,Luis Mendez,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31124,CUST-0406,2025-12-02,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31125,CUST-0406,2025-12-28,monthly_maintenance,Nora Bell,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31126,CUST-0406,2026-01-27,monthly_maintenance,Ari Patel,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31127,CUST-0406,2026-02-22,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31128,CUST-0406,2026-03-25,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31129,CUST-0406,2026-04-23,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31130,CUST-0407,2025-11-09,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31131,CUST-0407,2025-11-24,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-31132,CUST-0407,2025-12-07,biweekly_maintenance,Mei Chen,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31133,CUST-0407,2025-12-20,biweekly_maintenance,Rosa Kim,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-31134,CUST-0407,2026-01-05,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31135,CUST-0407,2026-01-19,biweekly_maintenance,Ari Patel,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-31136,CUST-0407,2026-02-02,biweekly_maintenance,Mei Chen,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31137,CUST-0407,2026-02-17,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31138,CUST-0407,2026-03-02,biweekly_maintenance,Nora Bell,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-31139,CUST-0407,2026-03-18,biweekly_maintenance,Nora Bell,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31140,CUST-0407,2026-04-04,biweekly_maintenance,Luis Mendez,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31141,CUST-0407,2026-04-17,biweekly_maintenance,Luis Mendez,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31142,CUST-0407,2026-05-02,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31143,CUST-0408,2025-11-10,biweekly_maintenance,Nora Bell,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-31144,CUST-0408,2025-11-24,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31145,CUST-0408,2025-12-10,biweekly_maintenance,Rosa Kim,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31146,CUST-0408,2025-12-23,biweekly_maintenance,Luis Mendez,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31147,CUST-0408,2026-01-04,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31148,CUST-0408,2026-01-21,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31149,CUST-0408,2026-02-02,biweekly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31150,CUST-0408,2026-02-14,biweekly_maintenance,Nora Bell,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31151,CUST-0408,2026-03-01,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31152,CUST-0408,2026-03-18,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31153,CUST-0408,2026-03-30,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-31154,CUST-0408,2026-04-13,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31155,CUST-0408,2026-04-26,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31156,CUST-0408,2026-05-08,biweekly_maintenance,Ari Patel,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31157,CUST-0409,2025-11-14,biweekly_maintenance,Ari Patel,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-31158,CUST-0409,2025-12-01,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31159,CUST-0409,2025-12-16,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-31160,CUST-0409,2026-01-01,biweekly_maintenance,Mei Chen,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-31161,CUST-0409,2026-01-14,biweekly_maintenance,Ari Patel,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-31162,CUST-0409,2026-01-27,biweekly_maintenance,Mei Chen,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31163,CUST-0409,2026-02-10,biweekly_maintenance,Ari Patel,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31164,CUST-0409,2026-02-23,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-31165,CUST-0409,2026-03-09,biweekly_maintenance,Ari Patel,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-31166,CUST-0409,2026-03-22,biweekly_maintenance,Luis Mendez,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31167,CUST-0409,2026-04-03,biweekly_maintenance,Ari Patel,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31168,CUST-0409,2026-04-15,biweekly_maintenance,Ari Patel,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31169,CUST-0409,2026-04-29,biweekly_maintenance,Mei Chen,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-31170,CUST-0410,2025-11-08,biweekly_maintenance,Mei Chen,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31171,CUST-0410,2025-11-24,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31172,CUST-0410,2025-12-07,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31173,CUST-0410,2025-12-23,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-31174,CUST-0410,2026-01-04,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31175,CUST-0410,2026-01-21,biweekly_maintenance,Rosa Kim,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31176,CUST-0410,2026-02-07,biweekly_maintenance,Luis Mendez,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-31177,CUST-0410,2026-02-23,biweekly_maintenance,Nora Bell,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-31178,CUST-0410,2026-03-10,biweekly_maintenance,Ari Patel,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31179,CUST-0410,2026-03-23,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31180,CUST-0410,2026-04-09,biweekly_maintenance,Ari Patel,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-31181,CUST-0410,2026-04-26,biweekly_maintenance,Nora Bell,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-31182,CUST-0411,2025-11-13,monthly_maintenance,Mei Chen,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-31183,CUST-0411,2025-12-12,monthly_maintenance,Luis Mendez,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-31184,CUST-0411,2025-12-17,emergency_rescue,Luis Mendez,water clarity dipped before evening event,false,295,service visit should feel routine and stabilize the account
VIS-31185,CUST-0411,2026-01-12,monthly_maintenance,Rosa Kim,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31186,CUST-0411,2026-02-11,monthly_maintenance,Luis Mendez,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31187,CUST-0411,2026-03-14,monthly_maintenance,Rosa Kim,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31188,CUST-0411,2026-04-10,monthly_maintenance,Nora Bell,water clarity dipped before evening event,false,420,service visit should feel routine and stabilize the account
VIS-31189,CUST-0411,2026-05-06,monthly_maintenance,Nora Bell,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31190,CUST-0411,2026-05-14,emergency_rescue,Luis Mendez,restaurant manager escalated appearance concerns same day,true,295,service visit should feel routine and stabilize the account
VIS-31191,CUST-0412,2025-11-04,monthly_maintenance,Mei Chen,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31192,CUST-0412,2025-11-30,monthly_maintenance,Mei Chen,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-31193,CUST-0412,2025-12-31,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31194,CUST-0412,2026-01-31,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31195,CUST-0412,2026-02-26,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31196,CUST-0412,2026-03-27,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31197,CUST-0412,2026-04-24,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31198,CUST-0413,2025-11-11,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31199,CUST-0413,2025-12-07,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31200,CUST-0413,2026-01-04,monthly_maintenance,Rosa Kim,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31201,CUST-0413,2026-02-04,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31202,CUST-0413,2026-03-03,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-31203,CUST-0413,2026-03-29,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31204,CUST-0413,2026-04-24,monthly_maintenance,Ari Patel,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-31205,CUST-0414,2025-11-13,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31206,CUST-0414,2025-12-11,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31207,CUST-0414,2026-01-08,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31208,CUST-0414,2026-02-06,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-31209,CUST-0414,2026-03-09,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31210,CUST-0414,2026-04-06,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-31211,CUST-0414,2026-05-02,monthly_maintenance,Luis Mendez,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-31212,CUST-0415,2025-11-08,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31213,CUST-0415,2025-12-09,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31214,CUST-0415,2026-01-06,monthly_maintenance,Nora Bell,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-31215,CUST-0415,2026-02-06,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-31216,CUST-0415,2026-03-04,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-31217,CUST-0415,2026-04-02,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-31218,CUST-0415,2026-04-29,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-31219,CUST-0416,2025-11-05,monthly_maintenance,Mei Chen,display fish looked stressed under event lighting,true,420,service visit should feel routine and stabilize the account
VIS-31220,CUST-0416,2025-12-04,monthly_maintenance,Nora Bell,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-31221,CUST-0416,2025-12-31,monthly_maintenance,Rosa Kim,display fish looked stressed under event lighting,true,420,service visit should feel routine and stabilize the account
VIS-31222,CUST-0416,2026-01-29,monthly_maintenance,Nora Bell,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31223,CUST-0416,2026-02-26,monthly_maintenance,Nora Bell,display fish looked stressed under event lighting,true,420,service visit should feel routine and stabilize the account
VIS-31224,CUST-0416,2026-03-02,emergency_rescue,Ari Patel,water clarity dipped before evening event,false,295,service visit should feel routine and stabilize the account
VIS-31225,CUST-0416,2026-03-26,monthly_maintenance,Mei Chen,water clarity dipped before evening event,false,420,service visit should feel routine and stabilize the account
VIS-31226,CUST-0416,2026-04-22,monthly_maintenance,Rosa Kim,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-31227,CUST-0417,2025-11-06,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-31228,CUST-0417,2025-12-02,monthly_maintenance,Mei Chen,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-31229,CUST-0417,2026-01-01,monthly_maintenance,Luis Mendez,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-31230,CUST-0417,2026-01-30,monthly_maintenance,Rosa Kim,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-31231,CUST-0417,2026-02-25,monthly_maintenance,Mei Chen,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-31232,CUST-0417,2026-03-24,monthly_maintenance,Luis Mendez,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-31233,CUST-0417,2026-04-22,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-31234,CUST-0418,2025-11-14,biweekly_maintenance,Luis Mendez,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-31235,CUST-0418,2025-11-30,biweekly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-31236,CUST-0418,2025-12-13,biweekly_maintenance,Nora Bell,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31237,CUST-0418,2025-12-27,biweekly_maintenance,Nora Bell,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-31238,CUST-0418,2026-01-13,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31239,CUST-0418,2026-01-27,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-31240,CUST-0418,2026-02-10,biweekly_maintenance,Mei Chen,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-31241,CUST-0418,2026-02-26,biweekly_maintenance,Nora Bell,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-31242,CUST-0418,2026-03-10,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
